"id","lab","condition","lang_group","rt_congruent","rt_incongruent","acc_congruent","acc_incongruent","interference","effort","difficulty","tiredness","frustration"
"S1455","Rentzsch","depletion","NonEnglish",0.6314,0.9906,1,0.93,0.3592,3,5,1,5
"S1456","Rentzsch","depletion","NonEnglish",0.6344,0.8564,0.99,0.92,0.2221,4,3,3,2
"S1457","Rentzsch","depletion","NonEnglish",0.6367,0.9087,1,0.98,0.272,5,5,3,2
"S1458","Rentzsch","control","NonEnglish",0.6396,1.0579,1,0.94,0.4183,2,2,4,1
"S1459","Rentzsch","depletion","NonEnglish",0.6421,0.9441,1,0.95,0.3019,4,3,5,2
"S1460","Rentzsch","control","NonEnglish",0.649,0.961,0.99,0.85,0.312,3,1,4,1
"S1461","Rentzsch","depletion","NonEnglish",0.6668,0.8963,1,0.95,0.2295,3,2,3,5
"S1462","Rentzsch","control","NonEnglish",0.6805,0.9583,1,0.99,0.2777,3,2,3,2
"S1463","Rentzsch","control","NonEnglish",0.6842,1.0884,1,0.97,0.4042,2,2,2,1
"S1464","Rentzsch","control","NonEnglish",0.7052,1.0267,1,0.99,0.3215,2,1,5,1
"S1465","Rentzsch","control","NonEnglish",0.7181,1.1636,1,0.91,0.4455,4,2,6,2
"S1466","Rentzsch","control","NonEnglish",0.72,1.091,1,0.83,0.3711,2,1,5,1
"S1467","Rentzsch","control","NonEnglish",0.7241,1.0944,1,0.93,0.3702,2,2,2,1
"S1468","Rentzsch","control","NonEnglish",0.7294,1.0686,1,0.95,0.3392,1,1,2,1
"S1469","Rentzsch","control","NonEnglish",0.7311,0.9619,1,0.99,0.2308,4,2,3,1
"S1470","Rentzsch","depletion","NonEnglish",0.7452,1.012,1,0.99,0.2668,3,3,5,4
"S1471","Rentzsch","depletion","NonEnglish",0.7827,0.903,1,0.97,0.1203,4,3,4,2
"S1472","Rentzsch","control","NonEnglish",0.7846,1.0697,0.98,0.97,0.2851,2,1,2,1
"S1473","Rentzsch","depletion","NonEnglish",0.8204,0.9899,0.99,0.99,0.1694,4,2,NA,1
"S1474","Rentzsch","depletion","NonEnglish",0.8373,0.9619,1,0.97,0.1246,4,5,5,5
"S1475","Rentzsch","depletion","NonEnglish",0.8923,1.1912,1,1,0.2988,5,5,4,4
"S1476","Rentzsch","depletion","NonEnglish",0.9136,1.005,1,0.99,0.0914,6,5,4,2
"S1477","Ringos","control","English",0.3944,0.7427,1,0.75,0.3483,2,1,3,5
"S1478","Ringos","depletion","English",0.3998,0.7122,0.97,0.79,0.3124,6,3,2,4
"S1479","Ringos","control","English",0.4609,0.7689,0.97,0.78,0.308,3,2,5,2
"S1480","Ringos","control","English",0.4621,0.7369,0.98,0.8,0.2748,2,2,5,1
"S1481","Ringos","control","English",0.4646,0.8278,1,0.94,0.3632,5,1,1,1
"S1482","Ringos","control","English",0.4654,0.8718,1,0.84,0.4064,6,3,4,2
"S1483","Ringos","control","English",0.4775,0.7697,1,0.95,0.2922,4,2,2,1
"S1484","Ringos","depletion","English",0.4799,0.8768,0.99,0.77,0.3969,7,5,4,6
"S1485","Ringos","depletion","English",0.485,0.7292,0.99,0.83,0.2441,7,5,5,5
"S1486","Ringos","control","English",0.4964,0.8028,1,0.8,0.3064,5,4,5,3
"S1487","Ringos","control","English",0.5016,0.8264,0.99,0.79,0.3248,2,1,2,3
"S1488","Ringos","depletion","English",0.5056,0.836,1,0.81,0.3304,5,3,1,1
"S1489","Ringos","depletion","English",0.5059,0.8292,1,0.93,0.3233,7,4,5,3
"S1490","Ringos","control","English",0.5243,0.8855,0.99,0.84,0.3612,4,2,3,1
"S1491","Ringos","depletion","English",0.5303,0.8158,1,0.95,0.2855,3,4,2,5
"S1492","Ringos","control","English",0.5347,0.7458,1,1,0.211,4,2,4,2
"S1493","Ringos","depletion","English",0.5481,0.8468,1,0.92,0.2987,5,4,5,2
"S1494","Ringos","depletion","English",0.5553,0.9888,1,0.95,0.4336,6,6,7,6
"S1495","Ringos","control","English",0.5557,0.8638,1,0.87,0.3081,4,2,2,1
"S1496","Ringos","control","English",0.5575,0.8872,1,0.94,0.3296,2,1,3,1
"S1497","Ringos","control","English",0.5598,0.7949,1,0.96,0.2351,6,2,3,1
"S1498","Ringos","depletion","English",0.5601,1.1078,1,0.88,0.5478,6,5,2,5
"S1499","Ringos","control","English",0.5609,0.841,1,0.98,0.28,3,2,2,1
"S1500","Ringos","control","English",0.5624,0.9225,1,0.97,0.3601,6,2,4,1
"S1501","Ringos","control","English",0.5693,0.9665,1,0.94,0.3972,3,1,4,2
"S1502","Ringos","depletion","English",0.5701,0.9427,1,0.88,0.3726,7,6,3,4
"S1503","Ringos","depletion","English",0.5703,0.9147,1,0.96,0.3444,6,6,5,4
"S1504","Ringos","control","English",0.5712,0.8966,1,0.94,0.3254,6,2,4,2
"S1505","Ringos","depletion","English",0.5727,0.8013,1,0.99,0.2285,6,6,6,7
"S1506","Ringos","control","English",0.5805,1.1429,1,0.95,0.5624,6,1,5,1
"S1507","Ringos","depletion","English",0.5843,0.8946,0.99,0.98,0.3103,6,6,7,3
"S1508","Ringos","depletion","English",0.5891,0.9169,0.91,0.77,0.3278,5,6,4,3
"S1509","Ringos","control","English",0.5959,0.9987,1,0.95,0.4028,5,3,5,1
"S1510","Ringos","control","English",0.5986,0.9323,0.99,0.89,0.3336,6,2,3,5
"S1511","Ringos","control","English",0.6001,0.8441,0.99,0.97,0.2439,5,2,6,2
"S1512","Ringos","control","English",0.602,0.8479,0.99,0.94,0.2459,2,1,4,2
"S1513","Ringos","depletion","English",0.6035,0.8021,0.97,0.73,0.1986,4,5,5,2
"S1514","Ringos","control","English",0.6105,0.9726,1,0.96,0.3621,5,2,4,2
"S1515","Ringos","depletion","English",0.6154,0.9015,1,0.97,0.2861,2,2,6,3
"S1516","Ringos","control","English",0.6168,0.9623,0.99,0.8,0.3455,6,2,4,3
"S1517","Ringos","control","English",0.6201,0.9782,0.99,0.91,0.3581,3,2,3,1
"S1518","Ringos","control","English",0.6241,0.8552,1,0.97,0.231,6,2,5,1
"S1519","Ringos","control","English",0.6291,1.0015,1,0.99,0.3724,2,2,3,1
"S1520","Ringos","control","English",0.6304,1.0443,1,0.99,0.4139,2,3,5,5
"S1521","Ringos","depletion","English",0.6371,1.0134,1,0.94,0.3762,6,4,7,5
"S1522","Ringos","depletion","English",0.6574,1.1559,0.99,0.94,0.4985,6,5,4,6
"S1523","Ringos","depletion","English",0.6575,0.9562,1,0.96,0.2987,6,7,4,6
"S1524","Ringos","control","English",0.6584,0.8793,0.99,0.94,0.2209,3,2,4,2
"S1525","Ringos","control","English",0.6605,1.0013,0.99,0.92,0.3408,3,2,4,2
"S1526","Ringos","control","English",0.7065,0.9788,0.99,0.95,0.2723,2,2,3,2
"S1527","Ringos","control","English",0.7128,1.0542,1,0.9,0.3414,5,1,7,2
"S1528","Ringos","control","English",0.7196,1.2094,1,0.98,0.4898,5,2,5,4
"S1529","Ringos","depletion","English",0.7525,1.188,0.98,0.88,0.4355,6,7,7,7
"S1530","Ringos","depletion","English",0.7616,1.1529,0.99,0.88,0.3913,3,3,2,2
"S1531","Ringos","depletion","English",0.7639,1.1749,1,0.9,0.411,6,4,2,2
"S1532","Ringos","depletion","English",0.7667,1.1264,1,0.97,0.3597,5,6,5,5
"S1533","Ringos","depletion","English",0.7677,0.9822,1,0.98,0.2145,6,4,3,1
"S1534","Ringos","depletion","English",0.7734,1.0695,0.99,0.92,0.2961,6,3,4,6
"S1535","Ringos","depletion","English",0.7944,1.0235,1,0.95,0.2291,7,4,2,3
"S1536","Ringos","depletion","English",0.7955,1.1292,1,0.97,0.3338,4,4,5,3
"S1537","Ringos","depletion","English",0.8121,1.1799,1,0.94,0.3679,6,3,3,2
"S1538","Ringos","depletion","English",0.8294,1.1907,1,0.94,0.3613,6,7,5,4
"S1539","Ringos","depletion","English",0.8522,1.0781,1,0.98,0.2259,5,5,4,4
"S1540","Ringos","control","English",0.8742,1.3117,0.97,0.97,0.4375,2,1,5,1
"S1541","Ringos","control","English",0.8788,0.9933,1,0.99,0.1145,2,2,5,6
"S1542","Ringos","depletion","English",0.8936,1.2263,1,0.98,0.3327,4,5,4,6
"S1543","Ringos","depletion","English",0.9282,1.2364,1,0.97,0.3082,6,4,5,3
"S1544","Ringos","control","English",0.9533,1.315,1,0.98,0.3617,1,1,2,1
"S1545","Schlinkert","depletion","NonEnglish",0.4517,0.8199,1,0.94,0.3682,NA,NA,NA,NA
"S1546","Schlinkert","control","NonEnglish",0.4636,0.8177,1,0.95,0.3541,NA,NA,NA,NA
"S1547","Schlinkert","control","NonEnglish",0.4664,0.7309,1,0.92,0.2646,NA,NA,NA,NA
"S1548","Schlinkert","depletion","NonEnglish",0.4702,0.6683,1,0.96,0.1981,NA,NA,NA,NA
"S1549","Schlinkert","control","NonEnglish",0.479,0.8174,1,0.78,0.3385,NA,NA,NA,NA
"S1550","Schlinkert","control","NonEnglish",0.4844,0.7809,0.98,0.82,0.2965,NA,NA,NA,NA
"S1551","Schlinkert","depletion","NonEnglish",0.4967,0.9114,1,0.89,0.4147,NA,NA,NA,NA
"S1552","Schlinkert","control","NonEnglish",0.4988,0.8104,1,0.95,0.3116,NA,NA,NA,NA
"S1553","Schlinkert","depletion","NonEnglish",0.4989,0.7111,1,0.88,0.2122,NA,NA,NA,NA
"S1554","Schlinkert","depletion","NonEnglish",0.5004,0.7714,1,0.97,0.271,NA,NA,NA,NA
"S1555","Schlinkert","depletion","NonEnglish",0.5008,0.7641,1,0.74,0.2633,NA,NA,NA,NA
"S1556","Schlinkert","depletion","NonEnglish",0.5024,0.8763,1,0.95,0.3739,NA,NA,NA,NA
"S1557","Schlinkert","depletion","NonEnglish",0.504,0.763,1,0.9,0.2591,NA,NA,NA,NA
"S1558","Schlinkert","control","NonEnglish",0.504,0.8241,1,0.94,0.3201,NA,NA,NA,NA
"S1559","Schlinkert","control","NonEnglish",0.5049,0.6797,1,0.86,0.1749,NA,NA,NA,NA
"S1560","Schlinkert","control","NonEnglish",0.5084,0.76,1,0.95,0.2515,NA,NA,NA,NA
"S1561","Schlinkert","control","NonEnglish",0.5086,0.768,1,0.9,0.2595,NA,NA,NA,NA
"S1562","Schlinkert","control","NonEnglish",0.5087,0.852,1,0.86,0.3433,NA,NA,NA,NA
"S1563","Schlinkert","depletion","NonEnglish",0.5199,0.8065,1,0.74,0.2866,NA,NA,NA,NA
"S1564","Schlinkert","control","NonEnglish",0.5232,0.8635,1,0.95,0.3403,NA,NA,NA,NA
"S1565","Schlinkert","depletion","NonEnglish",0.5252,0.9473,1,0.9,0.4222,NA,NA,NA,NA
"S1566","Schlinkert","control","NonEnglish",0.5274,0.9844,1,0.85,0.4571,NA,NA,NA,NA
"S1567","Schlinkert","control","NonEnglish",0.5361,0.9311,1,0.9,0.3949,NA,NA,NA,NA
"S1568","Schlinkert","control","NonEnglish",0.5365,0.9028,0.99,0.94,0.3663,NA,NA,NA,NA
"S1569","Schlinkert","depletion","NonEnglish",0.5385,0.8093,1,0.81,0.2708,NA,NA,NA,NA
"S1570","Schlinkert","depletion","NonEnglish",0.5429,0.8402,1,0.95,0.2973,NA,NA,NA,NA
"S1571","Schlinkert","depletion","NonEnglish",0.5489,0.8059,0.97,0.93,0.257,NA,NA,NA,NA
"S1572","Schlinkert","depletion","NonEnglish",0.5507,0.8451,1,0.98,0.2945,NA,NA,NA,NA
"S1573","Schlinkert","control","NonEnglish",0.5532,0.9994,0.99,0.94,0.4462,NA,NA,NA,NA
"S1574","Schlinkert","control","NonEnglish",0.5547,0.8195,1,0.8,0.2649,NA,NA,NA,NA
"S1575","Schlinkert","control","NonEnglish",0.5567,0.8596,1,0.95,0.3029,NA,NA,NA,NA
"S1576","Schlinkert","control","NonEnglish",0.561,0.8867,1,0.84,0.3257,NA,NA,NA,NA
"S1577","Schlinkert","control","NonEnglish",0.5623,0.8002,0.99,0.92,0.2379,NA,NA,NA,NA
"S1578","Schlinkert","control","NonEnglish",0.563,0.7415,1,0.79,0.1785,NA,NA,NA,NA
"S1579","Schlinkert","depletion","NonEnglish",0.5656,0.8845,1,0.97,0.3189,NA,NA,NA,NA
"S1580","Schlinkert","control","NonEnglish",0.5693,0.8639,1,0.98,0.2946,NA,NA,NA,NA
"S1581","Schlinkert","depletion","NonEnglish",0.5733,0.9286,1,0.99,0.3553,NA,NA,NA,NA
"S1582","Schlinkert","control","NonEnglish",0.5854,0.9182,1,0.89,0.3328,NA,NA,NA,NA
"S1583","Schlinkert","depletion","NonEnglish",0.586,0.9065,0.99,0.79,0.3205,NA,NA,NA,NA
"S1584","Schlinkert","control","NonEnglish",0.5903,0.7887,1,0.82,0.1984,NA,NA,NA,NA
"S1585","Schlinkert","control","NonEnglish",0.5979,0.9525,1,0.89,0.3546,NA,NA,NA,NA
"S1586","Schlinkert","control","NonEnglish",0.6112,1.0886,1,0.88,0.4775,NA,NA,NA,NA
"S1587","Schlinkert","control","NonEnglish",0.6125,0.968,1,0.92,0.3555,NA,NA,NA,NA
"S1588","Schlinkert","control","NonEnglish",0.6134,1.0106,0.98,0.95,0.3972,NA,NA,NA,NA
"S1589","Schlinkert","control","NonEnglish",0.6135,0.8895,1,0.91,0.2761,NA,NA,NA,NA
"S1590","Schlinkert","control","NonEnglish",0.6175,0.9663,0.99,0.84,0.3488,NA,NA,NA,NA
"S1591","Schlinkert","control","NonEnglish",0.6233,1.0332,1,0.86,0.4098,NA,NA,NA,NA
"S1592","Schlinkert","depletion","NonEnglish",0.6247,0.8288,0.99,0.92,0.2041,NA,NA,NA,NA
"S1593","Schlinkert","depletion","NonEnglish",0.6349,0.9391,0.99,0.97,0.3042,NA,NA,NA,NA
"S1594","Schlinkert","depletion","NonEnglish",0.6357,0.9447,1,0.86,0.309,NA,NA,NA,NA
"S1595","Schlinkert","control","NonEnglish",0.6413,0.8801,1,0.86,0.2388,NA,NA,NA,NA
"S1596","Schlinkert","control","NonEnglish",0.6442,0.9812,1,0.97,0.337,NA,NA,NA,NA
"S1597","Schlinkert","depletion","NonEnglish",0.6455,0.941,1,0.97,0.2955,NA,NA,NA,NA
"S1598","Schlinkert","control","NonEnglish",0.6507,0.9689,0.99,0.84,0.3182,NA,NA,NA,NA
"S1599","Schlinkert","depletion","NonEnglish",0.6514,0.8097,1,0.95,0.1582,NA,NA,NA,NA
"S1600","Schlinkert","control","NonEnglish",0.6599,1.1028,0.99,0.88,0.4429,NA,NA,NA,NA
"S1601","Schlinkert","depletion","NonEnglish",0.6724,0.9267,1,0.93,0.2543,NA,NA,NA,NA
"S1602","Schlinkert","depletion","NonEnglish",0.6738,0.9541,0.97,0.91,0.2803,NA,NA,NA,NA
"S1603","Schlinkert","control","NonEnglish",0.6795,0.9336,0.99,0.96,0.2541,NA,NA,NA,NA
"S1604","Schlinkert","depletion","NonEnglish",0.69,0.9559,1,0.95,0.2659,NA,NA,NA,NA
"S1605","Schlinkert","control","NonEnglish",0.696,1.0025,0.99,0.94,0.3065,NA,NA,NA,NA
"S1606","Schlinkert","depletion","NonEnglish",0.7159,1.1606,1,0.89,0.4447,NA,NA,NA,NA
"S1607","Schlinkert","control","NonEnglish",0.7181,1.1325,1,0.9,0.4144,NA,NA,NA,NA
"S1608","Schlinkert","control","NonEnglish",0.7188,1.2,1,0.91,0.4812,NA,NA,NA,NA
"S1609","Schlinkert","control","NonEnglish",0.733,1.085,1,0.97,0.352,NA,NA,NA,NA
"S1610","Schlinkert","depletion","NonEnglish",0.7354,1.0367,1,0.97,0.3013,NA,NA,NA,NA
"S1611","Schlinkert","depletion","NonEnglish",0.7636,1.0067,1,0.99,0.2431,NA,NA,NA,NA
"S1612","Schlinkert","depletion","NonEnglish",0.7647,1.0748,1,0.93,0.3102,NA,NA,NA,NA
"S1613","Schlinkert","depletion","NonEnglish",0.7874,0.9658,1,0.97,0.1783,NA,NA,NA,NA
"S1614","Schlinkert","control","NonEnglish",0.7912,1.0723,1,0.9,0.2811,NA,NA,NA,NA
"S1615","Schlinkert","depletion","NonEnglish",0.7917,1.0707,0.97,0.89,0.279,NA,NA,NA,NA
"S1616","Schlinkert","depletion","NonEnglish",0.7954,1.1771,1,0.92,0.3817,NA,NA,NA,NA
"S1617","Schlinkert","control","NonEnglish",0.8206,1.101,0.87,0.83,0.2804,NA,NA,NA,NA
"S1618","Schlinkert","control","NonEnglish",0.8288,1.0585,0.99,0.91,0.2297,NA,NA,NA,NA
"S1619","Schlinkert","depletion","NonEnglish",0.8289,1.1564,0.99,0.91,0.3275,NA,NA,NA,NA
"S1620","Schlinkert","depletion","NonEnglish",0.8326,1.0516,1,0.93,0.2189,NA,NA,NA,NA
"S1621","Schlinkert","depletion","NonEnglish",0.8691,1.1454,1,0.92,0.2762,NA,NA,NA,NA
"S1622","Schlinkert","control","NonEnglish",0.8742,1.0328,0.99,0.92,0.1586,NA,NA,NA,NA
"S1623","Schlinkert","depletion","NonEnglish",0.8837,1.2347,1,0.9,0.351,NA,NA,NA,NA
"S1624","Stamos","depletion","NonEnglish",0.4007,0.6289,1,0.88,0.2282,5,6,4,5
"S1625","Stamos","depletion","NonEnglish",0.4326,0.758,1,0.95,0.3255,3,2,3,3
"S1626","Stamos","control","NonEnglish",0.4397,0.7665,1,0.85,0.3268,6,2,2,3
"S1627","Stamos","control","NonEnglish",0.4494,0.7397,1,0.95,0.2904,7,2,4,4
"S1628","Stamos","depletion","NonEnglish",0.4566,0.6668,1,0.86,0.2101,6,4,2,2
"S1629","Stamos","control","NonEnglish",0.4709,0.6172,0.99,0.72,0.1463,1,1,1,1
"S1630","Stamos","depletion","NonEnglish",0.4716,0.8742,1,0.93,0.4026,2,3,3,1
"S1631","Stamos","control","NonEnglish",0.4758,0.7416,0.99,0.88,0.2658,6,6,3,1
"S1632","Stamos","depletion","NonEnglish",0.4854,0.7623,1,0.95,0.2769,5,5,6,2
"S1633","Stamos","control","NonEnglish",0.4874,0.8164,0.99,0.74,0.329,7,1,5,1
"S1634","Stamos","control","NonEnglish",0.4892,0.9122,1,0.95,0.423,5,2,2,1
"S1635","Stamos","depletion","NonEnglish",0.4956,0.827,1,0.96,0.3314,7,3,5,2
"S1636","Stamos","control","NonEnglish",0.4964,0.7476,1,0.8,0.2512,6,2,4,2
"S1637","Stamos","control","NonEnglish",0.4965,0.793,1,0.9,0.2964,2,2,5,1
"S1638","Stamos","depletion","NonEnglish",0.5073,0.82,0.97,0.89,0.3127,6,5,3,5
"S1639","Stamos","control","NonEnglish",0.5076,0.7946,0.99,0.88,0.287,6,4,4,2
"S1640","Stamos","depletion","NonEnglish",0.5115,0.7298,1,0.95,0.2183,3,2,6,2
"S1641","Stamos","control","NonEnglish",0.5124,0.7899,1,0.93,0.2775,3,2,1,1
"S1642","Stamos","control","NonEnglish",0.517,1.0657,1,0.84,0.5487,6,1,5,2
"S1643","Stamos","control","NonEnglish",0.5204,0.9474,1,0.86,0.4271,4,3,4,3
"S1644","Stamos","control","NonEnglish",0.5216,0.9874,1,0.97,0.4658,1,1,2,1
"S1645","Stamos","control","NonEnglish",0.5255,1.0484,0.99,0.88,0.5229,4,1,4,2
"S1646","Stamos","control","NonEnglish",0.5262,0.8185,1,0.95,0.2923,2,2,2,3
"S1647","Stamos","control","NonEnglish",0.5287,0.8977,0.99,0.92,0.369,2,1,3,1
"S1648","Stamos","control","NonEnglish",0.5305,0.7981,1,0.91,0.2676,6,1,1,1
"S1649","Stamos","depletion","NonEnglish",0.5312,0.922,1,0.95,0.3908,6,5,3,1
"S1650","Stamos","depletion","NonEnglish",0.5356,0.9507,1,0.96,0.4151,3,3,4,4
"S1651","Stamos","control","NonEnglish",0.5366,0.9047,1,0.95,0.3681,5,4,3,4
"S1652","Stamos","depletion","NonEnglish",0.5406,0.8376,1,0.96,0.297,5,4,2,3
"S1653","Stamos","control","NonEnglish",0.5451,0.8422,0.98,0.75,0.2971,3,1,5,2
"S1654","Stamos","control","NonEnglish",0.5475,0.8587,1,0.95,0.3112,6,3,4,1
"S1655","Stamos","depletion","NonEnglish",0.5554,0.9522,1,0.96,0.3968,3,3,2,4
"S1656","Stamos","control","NonEnglish",0.5565,0.8422,1,0.96,0.2857,7,2,2,2
"S1657","Stamos","control","NonEnglish",0.5603,1.0723,0.99,0.88,0.512,4,1,3,5
"S1658","Stamos","control","NonEnglish",0.5605,0.9095,0.99,0.89,0.349,3,2,5,3
"S1659","Stamos","depletion","NonEnglish",0.5671,0.7852,0.94,0.95,0.2181,3,3,1,3
"S1660","Stamos","depletion","NonEnglish",0.5682,0.9745,0.99,0.99,0.4063,6,4,2,1
"S1661","Stamos","control","NonEnglish",0.5692,0.9419,1,0.95,0.3727,1,1,4,2
"S1662","Stamos","control","NonEnglish",0.5702,0.9899,1,0.9,0.4198,4,2,6,2
"S1663","Stamos","control","NonEnglish",0.5714,0.8993,1,0.93,0.3279,4,2,3,1
"S1664","Stamos","depletion","NonEnglish",0.5719,0.7945,1,0.99,0.2226,5,3,4,3
"S1665","Stamos","control","NonEnglish",0.5737,0.8149,1,0.96,0.2412,3,2,3,3
"S1666","Stamos","control","NonEnglish",0.5779,0.946,1,0.99,0.3681,5,1,3,2
"S1667","Stamos","control","NonEnglish",0.5826,0.832,1,0.9,0.2494,4,1,3,2
"S1668","Stamos","control","NonEnglish",0.5873,0.9427,1,0.93,0.3554,1,1,5,1
"S1669","Stamos","depletion","NonEnglish",0.5955,0.9611,1,0.98,0.3656,4,5,3,3
"S1670","Stamos","depletion","NonEnglish",0.5981,0.8064,1,0.97,0.2083,6,5,5,3
"S1671","Stamos","control","NonEnglish",0.609,0.9943,1,0.98,0.3852,4,1,5,4
"S1672","Stamos","depletion","NonEnglish",0.617,0.8586,1,0.95,0.2416,4,2,6,1
"S1673","Stamos","control","NonEnglish",0.6172,0.908,1,0.95,0.2909,2,1,5,4
"S1674","Stamos","depletion","NonEnglish",0.6256,1.0189,1,0.94,0.3932,3,3,4,2
"S1675","Stamos","depletion","NonEnglish",0.6259,0.8681,0.99,0.96,0.2422,3,4,1,3
"S1676","Stamos","control","NonEnglish",0.6299,0.9973,1,0.93,0.3674,4,3,3,1
"S1677","Stamos","control","NonEnglish",0.633,0.9908,1,0.95,0.3578,6,2,4,6
"S1678","Stamos","depletion","NonEnglish",0.6338,1.0914,1,0.97,0.4576,5,4,2,5
"S1679","Stamos","control","NonEnglish",0.6342,0.8171,1,1,0.1829,6,1,1,1
"S1680","Stamos","control","NonEnglish",0.6405,0.8867,1,0.98,0.2462,2,2,4,2
"S1681","Stamos","control","NonEnglish",0.6439,0.9701,0.99,0.97,0.3262,5,2,5,1
"S1682","Stamos","depletion","NonEnglish",0.6483,0.9501,0.99,0.92,0.3018,4,4,2,3
"S1683","Stamos","control","NonEnglish",0.6519,1.0947,1,0.95,0.4428,5,2,3,2
"S1684","Stamos","depletion","NonEnglish",0.6542,0.9411,0.99,0.92,0.2868,5,5,4,5
"S1685","Stamos","control","NonEnglish",0.6583,0.9621,0.97,0.94,0.3039,2,2,4,4
"S1686","Stamos","depletion","NonEnglish",0.6615,1.001,0.99,0.83,0.3394,5,5,1,5
"S1687","Stamos","depletion","NonEnglish",0.668,0.9167,1,0.96,0.2487,5,5,4,4
"S1688","Stamos","control","NonEnglish",0.6749,1.1398,1,0.96,0.4649,6,2,5,6
"S1689","Stamos","depletion","NonEnglish",0.6766,0.9206,1,1,0.244,6,4,3,1
"S1690","Stamos","depletion","NonEnglish",0.6772,0.8249,0.91,0.7,0.1476,6,4,6,2
"S1691","Stamos","depletion","NonEnglish",0.6774,1.0888,1,0.89,0.4114,6,6,3,4
"S1692","Stamos","depletion","NonEnglish",0.679,0.8794,1,0.98,0.2003,3,4,2,2
"S1693","Stamos","depletion","NonEnglish",0.7016,1.0267,1,0.87,0.3252,7,4,4,1
"S1694","Stamos","depletion","NonEnglish",0.733,0.9132,1,0.98,0.1802,6,2,2,1
"S1695","Stamos","depletion","NonEnglish",0.7339,1.0725,1,0.98,0.3385,5,5,4,3
"S1696","Stamos","depletion","NonEnglish",0.7431,0.9454,0.99,0.98,0.2023,6,3,5,5
"S1697","Stamos","control","NonEnglish",0.7433,0.9086,0.99,1,0.1653,4,1,1,1
"S1698","Stamos","control","NonEnglish",0.7528,1.0891,1,0.89,0.3363,5,2,2,3
"S1699","Stamos","depletion","NonEnglish",0.7538,0.9202,1,1,0.1664,6,3,5,3
"S1700","Stamos","control","NonEnglish",0.7698,0.947,1,1,0.1772,3,1,4,1
"S1701","Stamos","control","NonEnglish",0.7734,1.0297,1,0.94,0.2563,5,2,2,1
"S1702","Stamos","depletion","NonEnglish",0.7746,0.9615,1,0.9,0.187,5,5,4,4
"S1703","Stamos","control","NonEnglish",0.7829,1.1903,1,0.99,0.4074,4,2,5,2
"S1704","Stamos","depletion","NonEnglish",0.7854,1.2641,1,0.98,0.4787,5,6,4,4
"S1705","Stamos","depletion","NonEnglish",0.8099,1.21,1,0.96,0.4001,6,5,5,3
"S1706","Stamos","depletion","NonEnglish",0.8214,1.1393,1,0.99,0.3179,6,3,3,4
"S1707","Stamos","control","NonEnglish",0.8291,1.2346,0.98,0.95,0.4055,7,2,2,1
"S1708","Stamos","control","NonEnglish",0.8381,1.1264,1,0.99,0.2884,6,2,4,2
"S1709","Stamos","depletion","NonEnglish",0.8426,1.0229,1,0.95,0.1803,6,4,3,4
"S1710","Stamos","depletion","NonEnglish",0.8513,0.9957,1,0.97,0.1444,4,5,4,3
"S1711","Stamos","control","NonEnglish",0.8539,1.1907,1,0.97,0.3368,1,1,2,3
"S1712","Stamos","depletion","NonEnglish",0.8548,1.2037,0.99,0.93,0.3489,5,6,4,2
"S1713","Stamos","depletion","NonEnglish",0.8691,1.225,0.99,0.98,0.3559,3,2,3,1
"S1714","Stamos","control","NonEnglish",0.9333,1.2266,0.99,0.98,0.2934,5,2,4,2
"S1715","Stamos","control","NonEnglish",0.9654,1.1832,0.99,0.99,0.2178,7,1,4,3
"S1716","Stamos","depletion","NonEnglish",0.9704,1.2289,1,0.98,0.2586,5,2,6,4
"S1717","Ullrich","control","NonEnglish",0.4102,0.7051,1,0.88,0.2949,2,2,4,1
"S1718","Ullrich","control","NonEnglish",0.4239,0.747,0.99,0.94,0.3231,2,2,1,2
"S1719","Ullrich","depletion","NonEnglish",0.4411,0.7352,1,0.92,0.2941,2,2,4,2
"S1720","Ullrich","depletion","NonEnglish",0.444,0.7444,1,0.85,0.3005,3,3,5,2
"S1721","Ullrich","control","NonEnglish",0.4483,0.6706,1,0.92,0.2223,2,2,1,1
"S1722","Ullrich","depletion","NonEnglish",0.4488,0.8874,0.97,0.91,0.4386,5,5,4,5
"S1723","Ullrich","control","NonEnglish",0.4495,0.7898,1,0.92,0.3403,2,1,4,1
"S1724","Ullrich","control","NonEnglish",0.4501,0.7899,1,0.97,0.3398,2,1,1,1
"S1725","Ullrich","control","NonEnglish",0.4553,0.6983,1,0.93,0.2429,2,1,4,2
"S1726","Ullrich","depletion","NonEnglish",0.4673,0.7886,1,0.9,0.3213,5,5,4,4
"S1727","Ullrich","control","NonEnglish",0.4769,0.8281,1,0.97,0.3512,2,1,2,1
"S1728","Ullrich","depletion","NonEnglish",0.4779,0.7951,1,0.84,0.3172,3,3,3,3
"S1729","Ullrich","control","NonEnglish",0.4783,0.8425,1,0.87,0.3642,1,1,2,1
"S1730","Ullrich","depletion","NonEnglish",0.4834,0.7242,1,0.96,0.2407,5,6,3,2
"S1731","Ullrich","depletion","NonEnglish",0.4901,0.6568,1,0.98,0.1667,4,5,2,1
"S1732","Ullrich","depletion","NonEnglish",0.4907,0.8576,0.99,0.72,0.3669,2,2,5,4
"S1733","Ullrich","control","NonEnglish",0.4918,0.8545,1,0.91,0.3628,4,2,2,1
