"id","lab","condition","lang_group","rt_congruent","rt_incongruent","acc_congruent","acc_incongruent","interference","effort","difficulty","tiredness","frustration"
"S0303","Calvillo","depletion","English",0.6694,0.9706,1,0.98,0.3012,5,5,7,6
"S0304","Calvillo","control","English",0.6698,0.9002,1,0.93,0.2304,6,1,4,1
"S0305","Calvillo","depletion","English",0.6828,1.0501,1,0.96,0.3674,7,4,1,3
"S0306","Calvillo","depletion","English",0.7,1.0343,1,0.97,0.3342,5,4,3,6
"S0307","Calvillo","depletion","English",0.704,1.1004,1,0.95,0.3964,4,6,3,7
"S0308","Calvillo","depletion","English",0.7056,1.0682,0.99,0.91,0.3626,7,4,5,4
"S0309","Calvillo","control","English",0.7074,0.9826,1,0.98,0.2752,2,2,6,1
"S0310","Calvillo","depletion","English",0.7091,0.9662,1,0.99,0.257,6,3,2,3
"S0311","Calvillo","depletion","English",0.711,1.2135,1,0.69,0.5025,5,2,5,1
"S0312","Calvillo","control","English",0.7184,1.0486,1,0.96,0.3302,6,4,4,1
"S0313","Calvillo","depletion","English",0.7187,1.1672,1,0.97,0.4485,6,4,2,2
"S0314","Calvillo","control","English",0.7241,1.0158,0.98,0.84,0.2917,6,2,6,1
"S0315","Calvillo","control","English",0.7255,1.0559,1,0.97,0.3304,6,3,3,1
"S0316","Calvillo","control","English",0.728,1.1825,0.99,0.96,0.4545,7,2,7,6
"S0317","Calvillo","control","English",0.7294,1.1326,1,0.96,0.4033,2,2,5,2
"S0318","Calvillo","control","English",0.73,1.1702,1,0.97,0.4402,5,2,2,2
"S0319","Calvillo","control","English",0.7377,0.9049,0.98,0.89,0.1672,6,1,2,1
"S0320","Calvillo","depletion","English",0.7409,0.9713,1,0.97,0.2304,5,6,6,7
"S0321","Calvillo","control","English",0.7517,1.0562,1,0.99,0.3046,5,1,1,1
"S0322","Calvillo","control","English",0.7557,1.0887,1,0.94,0.333,7,1,2,1
"S0323","Calvillo","depletion","English",0.7572,1.2128,0.88,0.86,0.4557,6,4,5,4
"S0324","Calvillo","depletion","English",0.7806,1.0777,1,0.93,0.2971,7,3,3,4
"S0325","Calvillo","control","English",0.7841,1.0416,1,0.98,0.2576,7,1,1,1
"S0326","Calvillo","control","English",0.8007,1.1382,1,1,0.3375,3,1,2,1
"S0327","Calvillo","depletion","English",0.8223,1.0926,0.99,0.96,0.2702,5,3,3,1
"S0328","Calvillo","control","English",0.8264,1.2143,1,0.96,0.3879,3,3,3,3
"S0329","Calvillo","depletion","English",0.8398,1.085,1,0.87,0.2452,6,4,4,2
"S0330","Calvillo","control","English",0.8645,1.2444,1,0.97,0.3799,7,1,4,2
"S0331","Calvillo","depletion","English",0.8647,1.2795,1,0.91,0.4147,6,4,3,5
"S0332","Calvillo","depletion","English",0.8733,1.0423,1,0.95,0.169,6,3,5,4
"S0333","Calvillo","depletion","English",0.8807,1.1441,1,0.96,0.2634,6,5,7,4
"S0334","Calvillo","depletion","English",0.9358,1.2206,1,0.93,0.2848,7,5,5,5
"S0335","Calvillo","depletion","English",1.0459,1.2581,1,0.95,0.2122,7,6,4,4
"S0336","Carruth","depletion","English",0.4207,0.744,0.98,0.66,0.3233,5,5,2,4
"S0337","Carruth","control","English",0.437,0.6986,1,0.81,0.2615,2,1,2,1
"S0338","Carruth","control","English",0.4475,0.733,1,0.88,0.2856,5,2,2,1
"S0339","Carruth","depletion","English",0.4598,0.6578,1,0.78,0.198,6,5,6,4
"S0340","Carruth","depletion","English",0.4602,0.7244,1,0.9,0.2641,3,3,1,1
"S0341","Carruth","control","English",0.4643,0.7747,1,0.82,0.3104,6,1,5,1
"S0342","Carruth","control","English",0.4647,0.7859,1,0.9,0.3211,1,1,1,1
"S0343","Carruth","control","English",0.4651,0.8602,0.99,0.77,0.3951,3,4,4,3
"S0344","Carruth","depletion","English",0.4683,0.7844,1,0.8,0.316,6,5,5,3
"S0345","Carruth","control","English",0.4697,0.8744,0.99,0.95,0.4046,2,2,3,3
"S0346","Carruth","control","English",0.4738,0.7769,0.97,0.79,0.3031,5,1,4,5
"S0347","Carruth","control","English",0.4763,0.7926,1,0.87,0.3163,7,1,2,4
"S0348","Carruth","depletion","English",0.478,0.9077,0.99,0.81,0.4297,6,4,5,3
"S0349","Carruth","control","English",0.4844,0.9485,1,0.85,0.4641,5,1,3,1
"S0350","Carruth","depletion","English",0.4847,0.7605,0.99,0.76,0.2758,7,2,2,1
"S0351","Carruth","control","English",0.4863,0.8916,1,0.95,0.4053,6,1,3,2
"S0352","Carruth","control","English",0.4915,0.76,0.99,0.88,0.2685,6,3,4,2
"S0353","Carruth","control","English",0.4957,0.8483,1,0.8,0.3526,5,2,3,2
"S0354","Carruth","control","English",0.501,0.7851,0.98,0.77,0.2841,3,1,3,2
"S0355","Carruth","control","English",0.5019,0.9555,1,0.86,0.4536,3,1,5,1
"S0356","Carruth","control","English",0.5044,0.7465,0.98,0.73,0.2421,1,2,3,3
"S0357","Carruth","depletion","English",0.5108,0.7589,1,0.88,0.2481,6,2,2,2
"S0358","Carruth","control","English",0.5162,1.0134,1,0.93,0.4972,6,4,2,1
"S0359","Carruth","depletion","English",0.5183,0.8239,0.99,0.94,0.3056,4,3,3,1
"S0360","Carruth","depletion","English",0.5199,0.8214,0.96,0.65,0.3015,5,3,4,3
"S0361","Carruth","control","English",0.5203,0.8345,1,0.76,0.3141,6,5,2,4
"S0362","Carruth","control","English",0.5232,0.8456,1,0.96,0.3224,6,2,1,1
"S0363","Carruth","control","English",0.5253,0.804,1,0.88,0.2787,6,4,7,3
"S0364","Carruth","control","English",0.5316,0.8956,1,0.9,0.364,5,2,2,2
"S0365","Carruth","control","English",0.5352,0.8203,1,0.91,0.2851,1,1,2,1
"S0366","Carruth","control","English",0.539,0.9047,1,0.9,0.3657,6,3,6,5
"S0367","Carruth","control","English",0.5467,0.8096,0.98,0.84,0.2629,6,1,1,1
"S0368","Carruth","control","English",0.5494,0.9454,1,0.91,0.3961,3,2,4,2
"S0369","Carruth","depletion","English",0.5559,0.9782,1,0.95,0.4223,4,2,1,1
"S0370","Carruth","control","English",0.5578,0.7894,0.99,0.8,0.2316,3,1,1,1
"S0371","Carruth","depletion","English",0.5657,0.9222,1,0.9,0.3565,4,3,3,2
"S0372","Carruth","control","English",0.5679,0.8917,0.98,0.84,0.3239,5,2,5,2
"S0373","Carruth","control","English",0.5686,0.9607,0.99,0.82,0.3921,6,1,3,2
"S0374","Carruth","control","English",0.5689,0.9827,0.99,0.9,0.4138,5,2,3,2
"S0375","Carruth","depletion","English",0.5719,0.9086,1,0.94,0.3367,7,6,5,6
"S0376","Carruth","depletion","English",0.5741,0.8149,1,0.93,0.2408,7,4,2,2
"S0377","Carruth","control","English",0.5746,0.9951,1,0.94,0.4204,6,1,1,1
"S0378","Carruth","depletion","English",0.5748,0.8577,1,0.94,0.2829,5,1,4,4
"S0379","Carruth","control","English",0.5854,0.964,0.97,0.92,0.3786,4,2,4,1
"S0380","Carruth","depletion","English",0.5857,0.8748,0.99,0.79,0.2891,2,2,6,4
"S0381","Carruth","control","English",0.5884,0.8312,0.99,0.89,0.2428,4,2,4,1
"S0382","Carruth","depletion","English",0.5888,0.9199,1,0.94,0.3311,6,5,5,4
"S0383","Carruth","depletion","English",0.593,0.9809,1,0.97,0.3879,6,2,2,1
"S0384","Carruth","depletion","English",0.5941,0.8832,1,0.98,0.2891,7,3,2,4
"S0385","Carruth","control","English",0.5966,1.1106,0.97,0.89,0.514,6,1,4,1
"S0386","Carruth","control","English",0.5978,0.9573,1,0.89,0.3595,7,1,2,1
"S0387","Carruth","depletion","English",0.5981,1.1074,0.99,0.9,0.5093,2,1,5,2
"S0388","Carruth","depletion","English",0.5985,0.9775,1,0.94,0.3791,5,3,3,2
"S0389","Carruth","depletion","English",0.6036,0.9487,1,0.92,0.3451,7,2,1,3
"S0390","Carruth","control","English",0.6041,1.0737,0.99,0.92,0.4696,4,1,6,3
"S0391","Carruth","depletion","English",0.6062,1.1065,1,0.91,0.5003,4,2,1,1
"S0392","Carruth","depletion","English",0.6087,1.0531,1,1,0.4444,6,3,4,5
"S0393","Carruth","depletion","English",0.6112,0.9547,0.95,0.7,0.3435,5,6,5,5
"S0394","Carruth","depletion","English",0.6202,0.9064,1,0.97,0.2862,4,1,4,1
"S0395","Carruth","depletion","English",0.625,0.8641,0.99,0.9,0.2391,3,4,4,3
"S0396","Carruth","control","English",0.6252,0.9583,0.99,0.97,0.333,6,1,1,2
"S0397","Carruth","depletion","English",0.6253,0.8937,1,0.99,0.2684,5,4,1,1
"S0398","Carruth","control","English",0.6301,1.1557,1,0.62,0.5256,3,2,6,2
"S0399","Carruth","control","English",0.6309,1.0066,1,0.93,0.3758,5.5,1,1,1
"S0400","Carruth","control","English",0.636,1.0554,1,0.92,0.4194,4,2,2,1
"S0401","Carruth","depletion","English",0.6368,0.915,1,0.95,0.2782,4,2,1,1
"S0402","Carruth","depletion","English",0.6369,0.9018,1,0.92,0.2649,5,5,6,3
"S0403","Carruth","depletion","English",0.637,1.1295,1,0.88,0.4924,5,5,5,5
"S0404","Carruth","control","English",0.6371,0.9145,1,0.75,0.2773,2,1,1,2
"S0405","Carruth","depletion","English",0.6422,0.9017,1,0.96,0.2595,6,5,6,4
"S0406","Carruth","control","English",0.6451,0.9405,1,0.8,0.2953,5,1,5,3
"S0407","Carruth","control","English",0.6545,0.8616,1,0.93,0.2072,6,1,7,1
"S0408","Carruth","control","English",0.6546,1.0167,1,0.95,0.3621,6,1,2,4
"S0409","Carruth","depletion","English",0.6568,0.8979,1,0.91,0.2411,5,5,6,1
"S0410","Carruth","depletion","English",0.6577,1.003,0.99,0.92,0.3453,5,3,3,3
"S0411","Carruth","control","English",0.6587,0.8793,0.99,0.96,0.2206,4,1,4,1
"S0412","Carruth","depletion","English",0.6594,0.9533,1,0.95,0.2939,6,5,6,7
"S0413","Carruth","control","English",0.6623,0.9821,1,0.94,0.3198,6,5,5,3
"S0414","Carruth","control","English",0.6659,0.9505,1,0.93,0.2846,5,1,1,1
"S0415","Carruth","depletion","English",0.6713,0.9781,1,0.9,0.3068,7,6,4,4
"S0416","Carruth","depletion","English",0.6736,1.0628,0.99,0.93,0.3892,5,4,2,2
"S0417","Carruth","depletion","English",0.6748,1.0223,1,0.89,0.3476,7,5,2,1
"S0418","Carruth","control","English",0.678,0.8263,0.99,0.9,0.1483,6,2,3,4
"S0419","Carruth","control","English",0.687,1.1443,1,0.88,0.4573,7,6,5,2
"S0420","Carruth","depletion","English",0.6933,0.91,1,0.88,0.2168,7,4,4,3
"S0421","Carruth","control","English",0.6953,0.9513,1,0.87,0.256,4,2,6,1
"S0422","Carruth","control","English",0.6959,1.0559,0.99,0.86,0.36,6.5,1,2,1
"S0423","Carruth","control","English",0.7016,1.0219,1,0.79,0.3203,7,3,1,1
"S0424","Carruth","control","English",0.7139,1.0857,0.99,0.74,0.3718,6,2,4,2
"S0425","Carruth","control","English",0.7183,0.9525,1,0.99,0.2343,2,1,4,2
"S0426","Carruth","control","English",0.7183,0.9444,1,0.99,0.2261,6,1,3,1
"S0427","Carruth","depletion","English",0.721,1.0265,1,0.96,0.3056,6,6,3,4
"S0428","Carruth","control","English",0.7213,1.0072,1,0.96,0.2858,2,1,2,2
"S0429","Carruth","control","English",0.722,1.242,0.99,0.95,0.52,2,2,5,2
"S0430","Carruth","depletion","English",0.726,1.2075,0.97,0.97,0.4815,7,4,2,1
"S0431","Carruth","depletion","English",0.7282,1.0319,1,1,0.3038,6,3,2,3
"S0432","Carruth","depletion","English",0.7315,1.1754,0.99,0.91,0.4439,7,4,3,4
"S0433","Carruth","control","English",0.7317,1.0584,1,0.87,0.3267,1,1,3,1
"S0434","Carruth","control","English",0.7323,0.9443,0.99,0.95,0.212,2,2,4,2
"S0435","Carruth","control","English",0.7365,1.2742,0.98,0.73,0.5378,7,2,2,1
"S0436","Carruth","depletion","English",0.7375,0.9607,0.94,0.83,0.2231,4,1,6,1
"S0437","Carruth","control","English",0.7376,1.084,0.97,0.88,0.3465,5,1,4,5
"S0438","Carruth","control","English",0.7477,1.0972,0.96,0.87,0.3495,7,1,2,1
"S0439","Carruth","depletion","English",0.7743,1.0341,0.99,0.97,0.2599,5,3.5,2,2
"S0440","Carruth","depletion","English",0.7806,1.0131,1,1,0.2326,5,4,2,2
"S0441","Carruth","control","English",0.7807,1.0873,1,0.91,0.3066,2,1,1,1
"S0442","Carruth","depletion","English",0.7825,0.9751,0.98,0.99,0.1926,5,3,4,2
"S0443","Carruth","depletion","English",0.7877,1.0854,1,0.97,0.2977,7,4,4,3
"S0444","Carruth","depletion","English",0.7926,1.099,1,0.95,0.3064,5,5,2,1
"S0445","Carruth","control","English",0.7947,1.1643,0.99,0.99,0.3696,2,1,4,5
"S0446","Carruth","control","English",0.8114,1.1112,0.98,0.93,0.2998,5,1,1,1
"S0447","Carruth","control","English",0.8117,1.0823,1,0.93,0.2706,3,2,6,2
"S0448","Carruth","depletion","English",0.813,1.1391,0.99,0.83,0.326,5,2,2,2
"S0449","Carruth","control","English",0.8154,1.1298,1,0.93,0.3144,5,2,2,2
"S0450","Carruth","depletion","English",0.8356,0.8962,1,1,0.0606,7,5,5,1
"S0451","Carruth","depletion","English",0.8464,1.1805,0.99,0.96,0.3341,5,4,3,4
"S0452","Carruth","control","English",0.8528,1.2578,0.99,0.91,0.405,7,1,2,1
"S0453","Carruth","control","English",0.867,1.1851,0.98,0.88,0.3181,6,2,1,2
"S0454","Carruth","control","English",0.872,1.1356,1,0.99,0.2636,4,1,2,1
"S0455","Carruth","depletion","English",0.8781,1.2411,1,0.96,0.363,7,6,3,4
"S0456","Carruth","depletion","English",0.8853,1.209,1,1,0.3237,7,3,2,2
"S0457","Carruth","depletion","English",0.8908,1.2998,0.94,0.73,0.4089,5,5,4,5
"S0458","Carruth","control","English",0.9118,1.1229,0.97,0.95,0.211,2,1,4,1
"S0459","Carruth","control","English",0.9502,1.0689,1,0.85,0.1187,6,1,4,1
"S0460","Carruth","control","English",0.9639,1.3478,0.98,0.95,0.3839,3,2,2,1
"S0461","Carruth","depletion","English",1.0081,1.2626,0.98,0.9,0.2545,7,4,5,4
"S0462","Cheung","control","NonEnglish",0.4352,0.6796,1,0.89,0.2444,1,1,1,1
"S0463","Cheung","depletion","NonEnglish",0.4356,0.6718,1,0.83,0.2362,2,2,2,1
"S0464","Cheung","control","NonEnglish",0.4574,0.6943,0.97,0.88,0.2368,5,3,3,4
"S0465","Cheung","depletion","NonEnglish",0.4684,0.7529,0.99,0.74,0.2845,6,4,3,4
"S0466","Cheung","control","NonEnglish",0.4738,0.8043,1,0.87,0.3305,2,2,3,1
"S0467","Cheung","depletion","NonEnglish",0.4741,0.8048,1,0.82,0.3307,3,3,2,2
"S0468","Cheung","control","NonEnglish",0.4745,0.8547,1,0.93,0.3803,4,2,4,4
"S0469","Cheung","control","NonEnglish",0.4771,0.7484,1,0.84,0.2712,3,1,2,1
"S0470","Cheung","depletion","NonEnglish",0.4785,0.7795,1,0.99,0.301,6,5,3,2
"S0471","Cheung","depletion","NonEnglish",0.4823,0.7123,0.99,0.88,0.23,5,3,5,3
"S0472","Cheung","control","NonEnglish",0.483,0.7713,1,0.81,0.2884,6,2,3,1
"S0473","Cheung","control","NonEnglish",0.4858,0.7292,1,0.93,0.2434,5,2,4,4
"S0474","Cheung","control","NonEnglish",0.4862,0.7606,1,0.76,0.2744,2,1,1,1
"S0475","Cheung","control","NonEnglish",0.4904,0.7035,1,0.98,0.2131,5,1,5,1
"S0476","Cheung","control","NonEnglish",0.4913,0.9656,1,0.63,0.4743,4,3,4,1
"S0477","Cheung","control","NonEnglish",0.4918,0.6814,0.99,0.89,0.1896,5,3,2,3
"S0478","Cheung","depletion","NonEnglish",0.4937,0.8224,0.96,0.9,0.3287,4,5,4,2
"S0479","Cheung","control","NonEnglish",0.4951,0.8782,1,0.97,0.383,5,2,4,2
"S0480","Cheung","depletion","NonEnglish",0.4961,0.864,1,0.86,0.3679,5,5,4,5
"S0481","Cheung","depletion","NonEnglish",0.4987,0.8667,1,0.96,0.368,2,3,3,2
"S0482","Cheung","depletion","NonEnglish",0.5,0.8291,1,0.9,0.3291,6,4,4,5
"S0483","Cheung","control","NonEnglish",0.5066,0.8003,1,0.95,0.2936,3,3,2,1
"S0484","Cheung","depletion","NonEnglish",0.5079,0.7367,1,0.85,0.2288,5,3,2,1
"S0485","Cheung","depletion","NonEnglish",0.5103,0.8759,1,0.78,0.3656,6,3,4,3
"S0486","Cheung","depletion","NonEnglish",0.5136,0.8414,1,0.87,0.3279,6,5,3,2
"S0487","Cheung","depletion","NonEnglish",0.515,0.8124,0.98,0.85,0.2973,1,1,3,1
"S0488","Cheung","control","NonEnglish",0.5176,0.7612,1,0.94,0.2437,6,2,4,2
"S0489","Cheung","control","NonEnglish",0.522,0.7708,1,0.92,0.2488,6,1,3,1
"S0490","Cheung","control","NonEnglish",0.5231,0.8742,1,0.94,0.3511,7,2,4,4
"S0491","Cheung","control","NonEnglish",0.5234,0.8301,1,0.92,0.3067,4,2,4,4
"S0492","Cheung","control","NonEnglish",0.5238,0.8964,1,0.88,0.3727,5,2,4,2
"S0493","Cheung","depletion","NonEnglish",0.5262,0.8749,1,0.84,0.3487,6,3,3,1
"S0494","Cheung","control","NonEnglish",0.5271,0.9385,1,0.92,0.4114,2,2,6,4
"S0495","Cheung","control","NonEnglish",0.5302,0.7629,1,0.89,0.2327,6,3,4,2
"S0496","Cheung","depletion","NonEnglish",0.5307,0.9037,1,0.95,0.373,6,4,3,1
"S0497","Cheung","depletion","NonEnglish",0.5311,0.8268,1,0.95,0.2957,4,3,2,1
"S0498","Cheung","depletion","NonEnglish",0.5337,0.8229,1,0.97,0.2892,3,3,3,4
"S0499","Cheung","control","NonEnglish",0.534,0.8271,0.99,0.87,0.2931,1,2,6,3
"S0500","Cheung","control","NonEnglish",0.5373,0.9282,1,0.94,0.3909,1,1,2,2
"S0501","Cheung","depletion","NonEnglish",0.539,1.0441,0.99,0.87,0.505,6,5,3,2
"S0502","Cheung","control","NonEnglish",0.5415,0.9085,1,0.97,0.367,2,1,3,2
"S0503","Cheung","control","NonEnglish",0.5436,0.8704,1,0.75,0.3268,2,2,6,4
"S0504","Cheung","control","NonEnglish",0.5437,0.8574,1,0.89,0.3138,4,2,3,2
"S0505","Cheung","depletion","NonEnglish",0.5449,0.8745,0.99,0.88,0.3295,7,5,1,4
"S0506","Cheung","control","NonEnglish",0.5465,0.9117,1,0.97,0.3652,3,2,4,1
"S0507","Cheung","depletion","NonEnglish",0.5466,0.9231,1,0.92,0.3765,6,6,6,4
"S0508","Cheung","control","NonEnglish",0.5485,0.8342,1,0.9,0.2857,2,1,5,2
"S0509","Cheung","control","NonEnglish",0.5501,0.8765,1,0.92,0.3263,5,2,6,4
"S0510","Cheung","control","NonEnglish",0.5518,0.8247,0.98,0.95,0.273,2,2,5,1
"S0511","Cheung","control","NonEnglish",0.5525,0.8595,1,0.89,0.307,6,5,5,2
"S0512","Cheung","depletion","NonEnglish",0.5531,0.8425,1,0.91,0.2894,7,5,1,1
"S0513","Cheung","depletion","NonEnglish",0.5533,0.8126,0.99,0.93,0.2593,6,5,2,4
"S0514","Cheung","depletion","NonEnglish",0.5568,0.8754,1,0.96,0.3186,3,5,2,1
"S0515","Cheung","depletion","NonEnglish",0.5571,0.7949,1,0.98,0.2378,6,5,3,4
"S0516","Cheung","control","NonEnglish",0.5595,0.857,1,0.92,0.2975,2,1,4,1
"S0517","Cheung","control","NonEnglish",0.5609,0.8661,1,0.93,0.3052,5,2,3,2
"S0518","Cheung","depletion","NonEnglish",0.5655,0.8819,0.99,1,0.3164,5,6,2,3
"S0519","Cheung","control","NonEnglish",0.5669,1.1287,1,0.91,0.5618,7,2,2,1
"S0520","Cheung","control","NonEnglish",0.5693,0.875,1,0.98,0.3057,5,2,3,2
"S0521","Cheung","depletion","NonEnglish",0.571,0.993,1,0.93,0.422,6,5,2,3
"S0522","Cheung","depletion","NonEnglish",0.5714,0.9192,1,0.95,0.3478,6,5,4,3
"S0523","Cheung","control","NonEnglish",0.5715,0.8019,1,0.95,0.2305,4,2,5,2
"S0524","Cheung","depletion","NonEnglish",0.5724,0.9444,1,0.95,0.372,2,2,1,1
"S0525","Cheung","control","NonEnglish",0.5758,1.0105,1,0.88,0.4347,1,1,2,1
"S0526","Cheung","depletion","NonEnglish",0.576,0.8719,1,0.95,0.2959,6,5,6,3
"S0527","Cheung","depletion","NonEnglish",0.5761,0.9363,1,0.94,0.3602,6,6,4,5
"S0528","Cheung","depletion","NonEnglish",0.5769,0.7888,0.99,0.91,0.212,5,2,1,2
"S0529","Cheung","depletion","NonEnglish",0.577,0.9044,1,0.91,0.3274,6,5,3,1
"S0530","Cheung","control","NonEnglish",0.5778,1.0494,0.99,0.87,0.4716,2,2,4,1
"S0531","Cheung","control","NonEnglish",0.5796,0.8821,1,0.96,0.3025,2,2,3,1
"S0532","Cheung","control","NonEnglish",0.5893,0.9741,1,0.96,0.3848,6,1,5,3
"S0533","Cheung","control","NonEnglish",0.5895,0.8794,1,0.94,0.2899,3,3,5,5
"S0534","Cheung","depletion","NonEnglish",0.5895,1.083,1,0.99,0.4935,5,4,2,1
"S0535","Cheung","control","NonEnglish",0.5926,0.844,1,0.94,0.2513,2,3,5,2
"S0536","Cheung","control","NonEnglish",0.5928,1.0677,1,0.94,0.4749,1,1,3,3
"S0537","Cheung","depletion","NonEnglish",0.5945,0.9957,1,0.98,0.4011,2,3,3,3
"S0538","Cheung","depletion","NonEnglish",0.5952,0.9699,1,0.93,0.3746,6,5,3,5
"S0539","Cheung","control","NonEnglish",0.5962,0.9314,0.99,0.75,0.3352,5,2,2,1
"S0540","Cheung","depletion","NonEnglish",0.5962,0.7887,1,0.94,0.1925,2,2,6,1
"S0541","Cheung","depletion","NonEnglish",0.5989,0.8886,1,0.96,0.2897,6,3,5,1
"S0542","Cheung","depletion","NonEnglish",0.6003,0.9263,0.99,0.98,0.3261,7,5,3,3
"S0543","Cheung","depletion","NonEnglish",0.6006,0.8454,1,0.93,0.2449,6,2,2,2
"S0544","Cheung","control","NonEnglish",0.6042,0.9196,1,0.98,0.3154,4,1,1,1
"S0545","Cheung","control","NonEnglish",0.6064,1.0514,1,0.94,0.445,4,3,4,1
"S0546","Cheung","depletion","NonEnglish",0.6152,0.9216,0.97,0.92,0.3064,3,5,1,1
"S0547","Cheung","control","NonEnglish",0.6153,0.9569,1,0.93,0.3416,5,2,2,1
"S0548","Cheung","control","NonEnglish",0.6212,1.0551,1,0.92,0.4339,6,2,5,2
"S0549","Cheung","control","NonEnglish",0.6214,0.8288,1,0.98,0.2074,2,1,4,3
"S0550","Cheung","depletion","NonEnglish",0.6219,1.0811,1,0.99,0.4592,5,4,3,3
"S0551","Cheung","depletion","NonEnglish",0.6223,0.9732,0.99,0.92,0.3509,5,4,4,3
"S0552","Cheung","control","NonEnglish",0.6224,1.1128,1,0.91,0.4904,2,2,4,1
"S0553","Cheung","depletion","NonEnglish",0.6224,0.9845,1,0.96,0.3621,3,3,5,1
"S0554","Cheung","control","NonEnglish",0.624,0.9577,0.99,0.95,0.3337,5,2,5,3
"S0555","Cheung","control","NonEnglish",0.6247,1.0546,1,0.9,0.4299,1,1,5,1
"S0556","Cheung","control","NonEnglish",0.631,0.8777,1,0.9,0.2466,3,2,6,1
"S0557","Cheung","depletion","NonEnglish",0.6339,0.8827,1,0.91,0.2488,6,2,1,2
"S0558","Cheung","depletion","NonEnglish",0.6385,0.9505,0.99,0.98,0.3119,6,5,5,2
"S0559","Cheung","control","NonEnglish",0.6401,0.9904,0.98,0.91,0.3503,3,2,5,2
"S0560","Cheung","depletion","NonEnglish",0.642,1.1523,1,0.88,0.5103,6,3,4,1
"S0561","Cheung","control","NonEnglish",0.6425,0.9155,1,0.99,0.273,3,1,4,1
"S0562","Cheung","depletion","NonEnglish",0.6455,0.9968,1,0.97,0.3513,6,5,5,2
"S0563","Cheung","depletion","NonEnglish",0.6462,1.0086,1,0.91,0.3624,2,1,3,2
"S0564","Cheung","depletion","NonEnglish",0.6469,0.8336,0.99,0.94,0.1867,6,3,2,1
"S0565","Cheung","control","NonEnglish",0.6491,1.006,1,0.89,0.3569,2,1,4,1
"S0566","Cheung","control","NonEnglish",0.6524,0.9611,1,0.93,0.3087,1,1,3,1
"S0567","Cheung","control","NonEnglish",0.6525,1.0469,1,0.93,0.3944,6,2,4,1
"S0568","Cheung","control","NonEnglish",0.6553,0.9002,0.99,0.95,0.2449,2,1,3,2
"S0569","Cheung","control","NonEnglish",0.6554,0.9631,1,0.99,0.3077,5,2,6,3
"S0570","Cheung","depletion","NonEnglish",0.6564,1.1662,0.99,0.93,0.5098,5,6,5,4
"S0571","Cheung","depletion","NonEnglish",0.6576,1.0478,1,0.95,0.3902,5,4,1,4
"S0572","Cheung","depletion","NonEnglish",0.6577,1.0087,1,0.94,0.351,5,5,5,2
"S0573","Cheung","control","NonEnglish",0.6594,0.9991,0.97,0.93,0.3397,2,2,1,1
"S0574","Cheung","depletion","NonEnglish",0.6637,1.041,0.99,0.98,0.3773,6,5,3,2
"S0575","Cheung","depletion","NonEnglish",0.6667,0.9571,0.98,0.94,0.2904,5,7,4,6
"S0576","Cheung","depletion","NonEnglish",0.6675,0.9572,1,0.97,0.2897,2,2,4,3
"S0577","Cheung","control","NonEnglish",0.6683,0.9121,1,0.95,0.2437,6,2,5,2
"S0578","Cheung","control","NonEnglish",0.6685,1.0109,1,0.96,0.3424,1,1,3,1
"S0579","Cheung","depletion","NonEnglish",0.6709,0.9383,1,0.97,0.2674,6,5,2,2
"S0580","Cheung","control","NonEnglish",0.6723,1.0307,1,0.92,0.3584,2,2,3,1
"S0581","Cheung","depletion","NonEnglish",0.6727,1.0538,1,1,0.3811,6,2,5,5
"S0582","Cheung","depletion","NonEnglish",0.6734,1.0937,1,0.93,0.4203,6,4,3,2
"S0583","Cheung","depletion","NonEnglish",0.6808,0.8763,1,0.93,0.1955,6,6,3,2
"S0584","Cheung","control","NonEnglish",0.682,0.8912,1,0.99,0.2092,6,2,4,1
"S0585","Cheung","control","NonEnglish",0.6828,0.958,1,0.98,0.2752,4,2,6,1
"S0586","Cheung","control","NonEnglish",0.6847,1.032,1,0.96,0.3472,5,1,3,2
"S0587","Cheung","depletion","NonEnglish",0.6851,1.1137,1,0.96,0.4286,2,5,1,1
"S0588","Cheung","depletion","NonEnglish",0.6898,0.9023,1,0.97,0.2124,1,2,2,1
"S0589","Cheung","control","NonEnglish",0.69,0.9321,1,0.95,0.2421,5,1,2,1
"S0590","Cheung","depletion","NonEnglish",0.691,0.9277,1,1,0.2367,6,5,3,3
"S0591","Cheung","control","NonEnglish",0.6911,1.1762,0.98,0.93,0.4852,2,3,3,1
"S0592","Cheung","control","NonEnglish",0.7009,1.0059,1,0.94,0.3049,2,1,1,1
"S0593","Cheung","depletion","NonEnglish",0.7068,1.1009,1,0.99,0.3941,5,5,2,2
"S0594","Cheung","control","NonEnglish",0.7109,0.9287,1,0.98,0.2178,2,1,2,1
"S0595","Cheung","control","NonEnglish",0.7135,0.9491,1,0.97,0.2356,7,1,6,2
"S0596","Cheung","control","NonEnglish",0.7176,0.9884,1,0.96,0.2708,4,2,1,1
"S0597","Cheung","control","NonEnglish",0.7201,0.9814,1,0.94,0.2613,2,1,4,1
"S0598","Cheung","depletion","NonEnglish",0.7216,1.0167,1,0.99,0.2951,7,7,2,4
"S0599","Cheung","control","NonEnglish",0.7224,1.0788,1,1,0.3564,1,1,1,1
"S0600","Cheung","control","NonEnglish",0.7245,1.023,1,0.96,0.2984,2,2,6,2
"S0601","Cheung","control","NonEnglish",0.7296,0.942,1,0.99,0.2125,3,1,2,1
